연번,시도,시군구,읍면동,우편번호,주    소
349,서울,서초구,반포3동주민센터,6510,서울시 서초구 신반포로23길 78
350,서울,서초구,반포4동주민센터,6577,서울특별시 서초구 사평대로28길 70
351,서울,서초구,방배본동주민센터,6557,서울특별시 서초구 동광로19길 38
352,서울,서초구,방배1동주민센터,6683,서울특별시 서초구 효령로29길 43
353,서울,서초구,방배2동주민센터,6690,서울특별시 서초구 청두곶길 36
354,서울,서초구,방배3동주민센터,6704,서울특별시 서초구 방배로 40
355,서울,서초구,방배4동주민센터,6572,서울시 서초구 방배로 173
356,서울,서초구,양재1동주민센터,6737,서울특별시 서초구 바우뫼로 41
357,서울,서초구,양재2동주민센터,6779,서울특별시 서초구 강남대로12길 44
358,서울,서초구,내곡동주민센터,6793,서울시 서초구 청계산로15길 77
359,서울,강남구,신사동주민센터,6029,서울특별시 강남구 압구정로 128
360,서울,강남구,논현1동주민센터,6115,서울특별시 강남구 학동로20길 25
361,서울,강남구,논현2동주민센터,6058,서울특별시 강남구 학동로43길 17
362,서울,강남구,압구정동주민센터,6004,서울특별시 강남구 압구정로33길48
363,서울,강남구,청담동주민센터,6012,서울특별시 강남구 압구정로79길 26
364,서울,강남구,삼성1동주민센터,6170,서울특별시 강남구 봉은사로 616
365,서울,강남구,삼성2동주민센터,6097,서울특별시 강남구 봉은사로 419
366,서울,강남구,대치1동주민센터,6280,서울특별시 강남구 남부순환로391길 19
367,서울,강남구,대치2동주민센터,6187,서울특별시 강남구 영동대로65길 24
368,서울,강남구,대치4동주민센터,6204,서울특별시 강남구 도곡로77길 23
369,서울,강남구,역삼1동주민센터,6224,서울특별시 강남구 역삼로7길 16
370,서울,강남구,역삼2동주민센터,6219,서울특별시 강남구 도곡로43길 25
371,서울,강남구,도곡1동주민센터,6269,"서울특별시 강남구 도곡로18길 57, 2층"
372,서울,강남구,도곡2동주민센터,6300,서울특별시 강남구 남부순환로378길 34-9
373,서울,강남구,개포1동주민센터,6321,서울 강남구 개포로 303 현대1차상가아파트 상가동 103호(개포1동주민센터 임시청사)
374,서울,강남구,개포2동주민센터,6328,서울특별시 강남구 개포로 511
375,서울,강남구,개포4동주민센터,6309,서울특별시 강남구 개포로38길 12
376,서울,강남구,일원본동주민센터,6361,서울특별시 강남구 광평로 126
377,서울,강남구,일원1동주민센터,6341,서울특별시 강남구 양재대로55길 14
378,서울,강남구,일원2동주민센터,6335,서울특별시 강남구 개포로 607
379,서울,강남구,수서동주민센터,6349,서울특별시 강남구 광평로 301-4
380,서울,강남구,세곡동주민센터,6377,서울특별시 강남구 밤고개로 286
381,서울,송파구,풍납1동주민센터,5511,서울특별시 송파구 천호대로 152길 7
382,서울,송파구,풍납2동주민센터,5537,서울특별시 송파구 토성로 52
383,서울,송파구,거여1동주민센터,5735,서울특별시 송파구 오금로53길 32
384,서울,송파구,거여2동주민센터,5768,서울특별시 송파구 거마로2길 19
385,서울,송파구,마천1동주민센터,5757,서울특별시 송파구 마천로 303
386,서울,송파구,마천2동주민센터,5756,서울특별시 송파구 마천로 287
387,서울,송파구,방이1동주민센터,5640,서울특별시 송파구 위례성대로 16길 22
388,서울,송파구,방이2동주민센터,5544,"서울특별시 송파구 올림픽로34길 5-13, 2층"
389,서울,송파구,오륜동주민센터,5649,서울특별시 송파구 양재대로 1232
390,서울,송파구,오금동주민센터,5661,서울특별시 송파구 중대로 25길 5
391,서울,송파구,송파1동주민센터,5666,서울특별시 송파구 백제고분로 392
392,서울,송파구,송파2동주민센터,5674,서울특별시 송파구 송이로 32
393,서울,송파구,석촌동주민센터,5684,서울특별시 송파구 백제고분로 37길 16
394,서울,송파구,삼전동주민센터,5584,서울특별시 송파구 백제고분로 236
395,서울,송파구,가락본동주민센터,5717,서울특별시 송파구 송파대로 28길 39
396,서울,송파구,가락1동주민센터,5700,서울특별시 송파구 양재대로 68길3
397,서울,송파구,가락2동주민센터,5822,서울특별시 송파구 중대로 20길 6
398,서울,송파구,문정1동주민센터,5804,서울특별시 송파구 동남로 116
399,서울,송파구,문정2동주민센터,5834,서울특별시 송파구 중대로 16
400,서울,송파구,장지동주민센터,5800,서울특별시 송파구 새말로 19길 6
401,서울,송파구,위례동주민센터,5848,서울특별시 송파구 위례광장로 210
402,서울,송파구,잠실본동주민센터,5568,서울특별시 송파구 백제고분로 15길 9
403,서울,송파구,잠실2동주민센터,5502,서울특별시 송파구 올림픽로 159
404,서울,송파구,잠실3동주민센터,5503,서울특별시 송파구 잠실로51-31
405,서울,송파구,잠실4동주민센터,5507,서울특별시 송파구 올림픽로35길 16
406,서울,송파구,잠실6동주민센터,5504,서울특별시 송파구 올림픽로35길 120
407,서울,송파구,잠실7동주민센터,5572,서울특별시 송파구 올림픽로 4길 17
408,서울,강동구,강일동주민센터,5211,서울특별시 강동구 아리수로93길 9-14
409,서울,강동구,상일제1동주민센터,5276,서울 강동구 구천면로 633
410,서울,강동구,상일제2동주민센터,5288,"서울 강동구 상일로6길 51, 다올빌딩"
411,서울,강동구,명일제1동주민센터,5266,"서울 강동구 양재대로1634, 2층"
412,서울,강동구,명일제2동주민센터,5299,서울특별시 강동구 상암로 260
413,서울,강동구,고덕제1동주민센터,5231,서울특별시 강동구 양재대로 156길 123
414,서울,강동구,고덕제2동주민센터,5220,서울특별시 강동구 아리수로78길 43-12
415,서울,강동구,암사제1동주민센터,5262,서울특별시 강동구 올림픽로98가길 57
416,서울,강동구,암사제2동주민센터,5241,서울특별시 강동구 상암로3길 28
417,서울,강동구,암사제3동주민센터,5236,서울특별시 강동구 고덕로 137
418,서울,강동구,천호제1동주민센터,5312,서울특별시 강동구 구천면로42길 59
419,서울,강동구,천호제2동주민센터,5327,서울특별시 강동구 올림픽로 698
420,서울,강동구,천호제3동주민센터,5339,"서울 강동구 천호대로1089, 16층~17층"
421,서울,강동구,성내제1동주민센터,5392,서울특별시 강동구 성내로 13
422,서울,강동구,성내제2동주민센터,5388,서울특별시 강동구 풍성로37가길 62
423,서울,강동구,성내제3동주민센터,5405,서울특별시 강동구 강동대로53길 76
424,서울,강동구,길동주민센터,5350,서울 강동구 천호대로1183
425,서울,강동구,둔촌제1동주민센터,5361,서울 강동구 천호대로186길 7 둔촌2동주민센터 내
426,서울,강동구,둔촌제2동주민센터,5361,서울특별시 강동구 천호대로186길 7
427,부산,중구,중앙동주민센터,48956,부산광역시 중구 중앙대로 41번길 10
428,부산,중구,동광동주민센터,48927,부산광역시 중구 동광길 49
429,부산,중구,대청동주민센터,48933,부산광역시 중구 대청로99번길 14-1
430,부산,중구,보수동행정복지센터,48959,부산광역시 중구 보수대로140번길 61
431,부산,중구,부평동주민센터,48978,부산광역시 중구 중구로29번길 23
432,부산,중구,광복동주민센터,48947,부산광역시 중구 광복로55번길 10
433,부산,중구,남포동주민센터,48984,부산광역시 중구 자갈치로 68-1
434,부산,중구,영주1동주민센터,48922,부산광역시 중구 대영로224번길 10
435,부산,중구,영주2동주민센터,48915,부산광역시 중구 동영로 71-2
436,부산,서구,동대신1동주민센터,49221,부산광역시 서구 구덕로280번길 32
437,부산,서구,동대신2동주민센터,49215,부산광역시 서구 보동길275번길 9
438,부산,서구,동대신3동주민센터,49212,부산광역시 서구 대영로73번길 92
439,부산,서구,서대신1동행정복지센터,49227,부산광역시 서구 구덕로315번길 49
440,부산,서구,서대신3동주민센터,49209,부산광역시 서구 대신로 27
441,부산,서구,서대신4동주민센터,49207,부산광역시 서구 꽃마을로 58
442,부산,서구,부민동주민센터,49236,부산광역시 서구 임시수도기념로 22-11
443,부산,서구,아미동주민센터,49240,부산광역시 서구 해돋이로269번길 17
444,부산,서구,초장동주민센터,49248,부산광역시 서구 초장로27번길 32
445,부산,서구,충무동주민센터,49246,부산광역시 서구 구덕로148번길 16
446,부산,서구,남부민1동행정복지센터,49256,부산광역시 서구 충무대로255번길 5-26
447,부산,서구,남부민2동행정복지센터,49262,부산광역시 서구 천마로 87
448,부산,서구,암남동주민센터,49265,부산광역시 서구 충무대로 83
449,부산,동구,초량1동행정복지센터,48820,부산광역시 동구 중앙대로179번길 33
450,부산,동구,초량2동행정복지센터,48816,부산광역시 동구 중앙대로209번길 30
451,부산,동구,초량3동행정복지센터,48797,부산광역시 동구 초량상로 112
452,부산,동구,초량6동행정복지센터,48806,부산광역시 동구 초량로 75
453,부산,동구,수정1동행정복지센터,48785,부산광역시 동구 홍곡로 71
454,부산,동구,수정2동행정복지센터,48782,부산광역시 동구 수정중로11번길 23
455,부산,동구,수정4동행정복지센터,48714,부산광역시 동구 망양로685번길 2
456,부산,동구,수정5동행정복지센터,48706,부산광역시 동구 망양로795번길 2
457,부산,동구,좌천동행정복지센터,48773,부산광역시 동구 좌천남로 19
458,부산,동구,범일1동행정복지센터,48718,부산광역시 동구 범상로 12
459,부산,동구,범일2동행정복지센터,48747,부산광역시 동구 범일로 58
460,부산,동구,범일5동행정복지센터,48757,부산광역시 동구 성남로47번길 13
461,부산,영도구,남항동행정복지센터,49045,부산광역시 영도구 남항로9번길 1
462,부산,영도구,영선1동행정복지센터,49060,부산광역시 영도구 꿈나무길 25
463,부산,영도구,영선2동행정복지센터,49056,부산광역시 영도구 영선대로 65
464,부산,영도구,신선동행정복지센터,49078,부산광역시 영도구 하나길 317
465,부산,영도구,봉래1동행정복지센터,49005,부산광역시 영도구 대교로6번길 5
466,부산,영도구,봉래2동행정복지센터,49006,부산광역시 영도구 태종로165번길 1-8
467,부산,영도구,청학1동행정복지센터,49024,부산광역시 영도구 청학서로 78
468,부산,영도구,청학2동행정복지센터,49016,부산광역시 영도구 태종로 394
469,부산,영도구,동삼1동행정복지센터,49115,부산광역시 영도구 중리로 44-1
470,부산,영도구,동삼2동행정복지센터,49126,부산광역시 영도구 본산남길 5
471,부산,영도구,동삼3동행정복지센터,49089,부산광역시 영도구 상리로 39
472,부산,부산진구,부전1동주민센터,47253,부산광역시 부산진구 범전로5번길 13
473,부산,부산진구,부전2동주민센터,47288,부산광역시 부산진구 부전로20번길 13
474,부산,부산진구,연지동주민센터,47130,부산광역시 부산진구 국악로 30
475,부산,부산진구,초읍동주민센터,47124,부산광역시 부산진구 새싹로 284
476,부산,부산진구,양정1동주민센터,47207,부산광역시 부산진구 동평로406번길 38
